,id,Date,Gender,venue,Team1,Team2,Toss_winner,decision_toss,Match_winner,player_of_match
459,1208606,05-12-2019,male,Tribhuvan University International Cricket Ground,Nepal,Bhutan,Bhutan,field,Nepal,['G Malla']
460,1208609,06-12-2019,male,Tribhuvan University International Cricket Ground,Nepal,Maldives,Nepal,bat,Nepal,['Karan KC']
461,1208612,07-12-2019,male,Tribhuvan University International Cricket Ground,Bhutan,Maldives,Maldives,field,Maldives,['Ibrahim Hassan']
462,1208613,09-12-2019,male,Tribhuvan University International Cricket Ground,Nepal,Maldives,Nepal,field,Nepal,['LN Rajbanshi']
463,1208804,02-12-2019,female,Pokhara Rangasala,Nepal,Maldives,Maldives,bat,Nepal,['Anjali Chand']
464,1208810,07-12-2019,female,Pokhara Rangasala,Nepal,Maldives,Maldives,bat,Nepal,['Anjali Chand']
465,1213058,24-01-2020,male,Gaddafi Stadium,Pakistan,Bangladesh,Bangladesh,bat,Pakistan,['Shoaib Malik']
466,1213059,25-01-2020,male,Gaddafi Stadium,Pakistan,Bangladesh,Bangladesh,bat,Pakistan,['Babar Azam']
467,1213874,04-03-2020,male,Pallekele International Cricket Stadium,Sri Lanka,West Indies,West Indies,bat,West Indies,['O Thomas']
468,1213875,06-03-2020,male,Pallekele International Cricket Stadium,Sri Lanka,West Indies,West Indies,field,West Indies,['AD Russell']
469,1214670,09-03-2020,male,"Shere Bangla National Stadium, Mirpur",Bangladesh,Zimbabwe,Zimbabwe,field,Bangladesh,['Soumya Sarkar']
470,1214671,11-03-2020,male,"Shere Bangla National Stadium, Mirpur",Bangladesh,Zimbabwe,Bangladesh,field,Bangladesh,['Liton Das']
471,1214763,04-02-2020,female,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Germany,Oman,field,Germany,['CM Gough']
472,1214764,05-02-2020,female,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Germany,Oman,bat,Germany,['AM Healey']
473,1214765,07-02-2020,female,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Germany,Germany,bat,Germany,['JE Ronalds']
474,1214766,08-02-2020,female,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Germany,Germany,bat,Germany,['ST Frohnmayer']
475,1215136,20-02-2020,male,Kinrara Academy Oval,Malaysia,Hong Kong,Malaysia,bat,Malaysia,['Khizar Hayat']
476,1215137,21-02-2020,male,Kinrara Academy Oval,Malaysia,Hong Kong,Malaysia,bat,Malaysia,['Virandeep Singh']
477,1215138,23-02-2020,male,Kinrara Academy Oval,Malaysia,Hong Kong,Malaysia,bat,Malaysia,['Ahmed Faiz Mohammad Noor']
478,1215139,24-02-2020,male,Kinrara Academy Oval,Malaysia,Hong Kong,Malaysia,bat,Malaysia,['Virandeep Singh']
479,1215140,26-02-2020,male,Kinrara Academy Oval,Malaysia,Hong Kong,Hong Kong,bat,Malaysia,['KD Shah']
480,1215159,25-02-2020,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Maldives,Oman,field,Oman,['Khawar Ali']
481,1215160,25-02-2020,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Saudi Arabia,United Arab Emirates,United Arab Emirates,bat,United Arab Emirates,['Chirag Suri']
482,1215161,25-02-2020,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bahrain,Qatar,Qatar,bat,Bahrain,['Sarfaraz Ali']
483,1215162,25-02-2020,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Iran,Kuwait,Kuwait,field,Kuwait,['MNM Aslam']
484,1215163,26-02-2020,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Kuwait,Bahrain,Bahrain,field,Kuwait,['R Sandaruwan']
485,1215164,26-02-2020,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Qatar,United Arab Emirates,United Arab Emirates,bat,United Arab Emirates,['Junaid Siddique (2)']
486,1215165,27-02-2020,male,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Kuwait,United Arab Emirates,Kuwait,field,United Arab Emirates,['Sultan Ahmed (2)']
487,1216416,06-03-2020,male,Greater Noida Sports Complex Ground,Afghanistan,Ireland,Ireland,bat,Afghanistan,['Rashid Khan']
488,1216417,08-03-2020,male,Greater Noida Sports Complex Ground,Afghanistan,Ireland,Afghanistan,bat,Afghanistan,['Mujeeb Ur Rahman']
489,1216418,10-03-2020,male,Greater Noida Sports Complex Ground,Afghanistan,Ireland,Ireland,bat,no result,"[""KJ O'Brien""]"
490,1217738,29-02-2020,male,Terdthai Cricket Ground,Thailand,Singapore,Thailand,field,Singapore,['Sidhant Singh']
491,1217740,01-03-2020,male,Terdthai Cricket Ground,Hong Kong,Nepal,Nepal,field,Hong Kong,['Haroon Arshad']
492,1217741,01-03-2020,male,Terdthai Cricket Ground,Thailand,Malaysia,Thailand,bat,Malaysia,['Pavandeep Singh']
493,1217742,03-03-2020,male,Terdthai Cricket Ground,Malaysia,Singapore,Singapore,bat,Singapore,['Pavandeep Singh']
494,1217743,03-03-2020,male,Terdthai Cricket Ground,Thailand,Hong Kong,Thailand,bat,Hong Kong,['Pavandeep Singh']
495,1217744,04-03-2020,male,Terdthai Cricket Ground,Thailand,Nepal,Thailand,bat,Nepal,['Karan KC']
496,1217745,04-03-2020,male,Terdthai Cricket Ground,Hong Kong,Singapore,Singapore,bat,Singapore,['Manpreet Singh']
497,1217747,06-03-2020,male,Terdthai Cricket Ground,Hong Kong,Malaysia,Malaysia,bat,Hong Kong,['Manpreet Singh']
498,211028,13-06-2005,male,The Rose Bowl,England,Australia,England,bat,England,['KP Pietersen']
499,211048,17-02-2005,male,Eden Park,New Zealand,Australia,Australia,bat,Australia,['RT Ponting']
500,222678,21-10-2005,male,New Wanderers Stadium,South Africa,New Zealand,New Zealand,field,New Zealand,['JS Patel']
501,225263,28-08-2006,male,County Ground,England,Pakistan,England,bat,Pakistan,['Shahid Afridi']
502,225271,15-06-2006,male,The Rose Bowl,England,Sri Lanka,Sri Lanka,bat,Sri Lanka,['ST Jayasuriya']
503,226374,09-01-2006,male,"Brisbane Cricket Ground, Woolloongabba",Australia,South Africa,Australia,bat,Australia,['DR Martyn']
504,237242,16-02-2006,male,Eden Park,New Zealand,West Indies,New Zealand,field,no result,['DR Smith']
505,238195,24-02-2006,male,New Wanderers Stadium,South Africa,Australia,South Africa,bat,South Africa,['GC Smith']
506,249227,09-01-2007,male,Sydney Cricket Ground,Australia,England,Australia,bat,Australia,['CL White']
507,251487,22-12-2006,male,Westpac Stadium,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,['ST Jayasuriya']
508,251488,26-12-2006,male,Eden Park,New Zealand,Sri Lanka,New Zealand,field,New Zealand,['JEC Franklin']
509,255954,01-12-2006,male,New Wanderers Stadium,South Africa,India,South Africa,bat,India,['KD Karthik']
510,258463,28-06-2007,male,Kennington Oval,England,West Indies,West Indies,bat,West Indies,['PD Collingwood']
511,258464,29-06-2007,male,Kennington Oval,England,West Indies,West Indies,bat,England,['OA Shah']
512,287853,11-09-2007,male,New Wanderers Stadium,South Africa,West Indies,South Africa,field,South Africa,['CH Gayle']
513,287854,12-09-2007,male,Kingsmead,Kenya,New Zealand,New Zealand,field,New Zealand,['MR Gillespie']
514,287855,12-09-2007,male,Kingsmead,Pakistan,Scotland,Scotland,field,Pakistan,['Shahid Afridi']
515,287856,12-09-2007,male,Newlands,Australia,Zimbabwe,Australia,bat,Zimbabwe,['BRM Taylor']
516,287857,13-09-2007,male,New Wanderers Stadium,Bangladesh,West Indies,Bangladesh,field,Bangladesh,['Mohammad Ashraful']
517,287858,13-09-2007,male,Newlands,England,Zimbabwe,England,bat,England,['KP Pietersen']
518,287860,14-09-2007,male,New Wanderers Stadium,Kenya,Sri Lanka,Kenya,field,Sri Lanka,['ST Jayasuriya']
519,287861,14-09-2007,male,Newlands,Australia,England,England,bat,Australia,['NW Bracken']
520,287862,14-09-2007,male,Kingsmead,India,Pakistan,Pakistan,field,no result,['Mohammad Asif']
521,287863,15-09-2007,male,New Wanderers Stadium,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,['ST Jayasuriya']
522,287864,15-09-2007,male,Newlands,South Africa,Bangladesh,South Africa,field,South Africa,['M Morkel']
523,287865,16-09-2007,male,New Wanderers Stadium,India,New Zealand,India,field,New Zealand,['DL Vettori']
524,287866,16-09-2007,male,Newlands,Australia,Bangladesh,Australia,field,Australia,['B Lee']
525,287867,16-09-2007,male,Newlands,South Africa,England,England,field,South Africa,['JA Morkel']
526,287868,17-09-2007,male,New Wanderers Stadium,Pakistan,Sri Lanka,Sri Lanka,field,Pakistan,['Younis Khan']
527,287869,18-09-2007,male,Kingsmead,England,New Zealand,England,field,New Zealand,['CD McMillan']
528,287870,18-09-2007,male,New Wanderers Stadium,Australia,Pakistan,Pakistan,field,Pakistan,['Misbah-ul-Haq']
529,287871,18-09-2007,male,New Wanderers Stadium,Bangladesh,Sri Lanka,Bangladesh,field,Sri Lanka,['CRD Fernando']
530,287872,19-09-2007,male,Kingsmead,South Africa,New Zealand,South Africa,field,South Africa,['JM Kemp']
531,287873,19-09-2007,male,Kingsmead,England,India,India,bat,India,['Yuvraj Singh']
532,287874,20-09-2007,male,Newlands,Australia,Sri Lanka,Australia,field,Australia,['SR Clark']
533,287875,20-09-2007,male,Newlands,Bangladesh,Pakistan,Pakistan,field,Pakistan,['Junaid Siddique']
534,287876,20-09-2007,male,Kingsmead,South Africa,India,India,bat,India,['RG Sharma']
535,287877,22-09-2007,male,Newlands,New Zealand,Pakistan,New Zealand,bat,Pakistan,['Umar Gul']
536,287878,22-09-2007,male,Kingsmead,Australia,India,India,bat,India,['Yuvraj Singh']
537,287879,24-09-2007,male,New Wanderers Stadium,India,Pakistan,India,bat,India,['IK Pathan']
538,291343,11-12-2007,male,Western Australia Cricket Association Ground,Australia,New Zealand,Australia,bat,Australia,['A Symonds']
539,291356,01-02-2008,male,Melbourne Cricket Ground,Australia,India,India,bat,Australia,['MJ Clarke']
540,296903,13-06-2008,male,Old Trafford,England,New Zealand,England,field,England,['IR Bell']
541,297800,20-10-2007,male,Brabourne Stadium,India,Australia,Australia,bat,India,['G Gambhir']
542,298795,23-11-2007,male,New Wanderers Stadium,South Africa,New Zealand,South Africa,field,South Africa,['AB de Villiers']
543,298804,18-01-2008,male,New Wanderers Stadium,South Africa,West Indies,South Africa,field,South Africa,['SM Pollock']
544,300435,05-02-2008,male,Eden Park,New Zealand,England,New Zealand,field,England,['AD Mascarenhas']
545,300436,07-02-2008,male,Jade Stadium,New Zealand,England,England,bat,England,['PD Collingwood']
546,306987,01-09-2007,male,Gymkhana Club Ground,Kenya,Bangladesh,Bangladesh,field,Bangladesh,['Nazimuddin']
547,306989,02-09-2007,male,Gymkhana Club Ground,Bangladesh,Pakistan,Bangladesh,field,Pakistan,['Imran Nazir']
548,306991,04-09-2007,male,Gymkhana Club Ground,Kenya,Pakistan,Kenya,bat,Pakistan,['Younis Khan']
549,319112,16-12-2007,male,St George's Park,South Africa,West Indies,West Indies,field,West Indies,['JE Taylor']
550,319142,20-06-2008,male,"Kensington Oval, Bridgetown",West Indies,Australia,West Indies,field,West Indies,['XM Marshall']
551,343764,20-04-2008,male,National Stadium,Pakistan,Bangladesh,Pakistan,bat,Pakistan,['Misbah-ul-Haq']
552,350050,30-08-2009,male,Old Trafford,England,Australia,England,field,no result,['Misbah-ul-Haq']
553,350347,05-11-2008,male,New Wanderers Stadium,South Africa,Bangladesh,Bangladesh,field,South Africa,['Abdur Razzak']
554,350475,27-03-2009,male,New Wanderers Stadium,South Africa,Australia,South Africa,field,South Africa,['DJ Hussey']
555,350476,29-03-2009,male,SuperSport Park,South Africa,Australia,Australia,field,South Africa,['RE van der Merwe']
556,351694,11-01-2009,male,Melbourne Cricket Ground,Australia,South Africa,Australia,bat,Australia,['DA Warner']
557,351695,13-01-2009,male,"Brisbane Cricket Ground, Woolloongabba",Australia,South Africa,South Africa,bat,Australia,['MEK Hussey']
558,351696,15-02-2009,male,Sydney Cricket Ground,Australia,New Zealand,Australia,bat,Australia,['NW Bracken']
559,352674,15-03-2009,male,"Queen's Park Oval, Port of Spain",West Indies,England,West Indies,field,West Indies,['RR Sarwan']
560,354456,03-08-2008,male,"Civil Service Cricket Club, Stormont",Bermuda,Scotland,Scotland,field,Scotland,['JD Nel']
561,355988,18-06-2009,female,Trent Bridge,India,New Zealand,New Zealand,bat,New Zealand,['AL Watkins']
562,355989,19-06-2009,female,Kennington Oval,England,Australia,England,field,England,['SC Taylor']
563,355991,05-06-2009,male,Lord's,England,Netherlands,Netherlands,field,Netherlands,['TN de Grooth']
564,355992,06-06-2009,male,Kennington Oval,New Zealand,Scotland,New Zealand,field,New Zealand,['IG Butler']
565,355993,06-06-2009,male,Kennington Oval,Australia,West Indies,Australia,bat,West Indies,['CH Gayle']
566,355994,06-06-2009,male,Trent Bridge,Bangladesh,India,India,bat,India,['PP Ojha']
567,355995,07-06-2009,male,Kennington Oval,Scotland,South Africa,Scotland,field,South Africa,['AB de Villiers']
568,355996,07-06-2009,male,Kennington Oval,England,Pakistan,Pakistan,field,England,['LJ Wright']
569,355997,08-06-2009,male,Trent Bridge,Bangladesh,Ireland,Ireland,field,Ireland,"[""NJ O'Brien""]"
570,355998,08-06-2009,male,Trent Bridge,Australia,Sri Lanka,Sri Lanka,field,Sri Lanka,['KC Sangakkara']
571,355999,09-06-2009,male,Lord's,Netherlands,Pakistan,Pakistan,bat,Pakistan,['Kamran Akmal']
572,356000,09-06-2009,male,Lord's,New Zealand,South Africa,New Zealand,field,South Africa,['RE van der Merwe']
573,356001,10-06-2009,male,Trent Bridge,India,Ireland,India,field,India,['Z Khan']
574,356002,10-06-2009,male,Trent Bridge,Sri Lanka,West Indies,West Indies,field,Sri Lanka,['ST Jayasuriya']
575,356003,11-06-2009,male,Trent Bridge,Ireland,New Zealand,Ireland,field,New Zealand,['AJ Redmond']
576,356004,11-06-2009,male,Trent Bridge,England,South Africa,England,bat,South Africa,['JH Kallis']
577,356005,12-06-2009,male,Lord's,Pakistan,Sri Lanka,Sri Lanka,bat,Sri Lanka,['TM Dilshan']
578,356006,12-06-2009,male,Lord's,India,West Indies,India,bat,West Indies,['DJ Bravo']
579,356007,13-06-2009,male,Kennington Oval,South Africa,West Indies,West Indies,field,South Africa,['WD Parnell']
580,356008,13-06-2009,male,Kennington Oval,New Zealand,Pakistan,New Zealand,bat,Pakistan,['Umar Gul']
581,356009,14-06-2009,male,Lord's,Ireland,Sri Lanka,Sri Lanka,bat,Sri Lanka,['DPMD Jayawardene']
582,356010,14-06-2009,male,Lord's,England,India,India,field,England,['RJ Sidebottom']
583,356011,15-06-2009,male,Kennington Oval,England,West Indies,England,bat,West Indies,['RR Sarwan']
584,356012,15-06-2009,male,Kennington Oval,Ireland,Pakistan,Pakistan,bat,Pakistan,['Kamran Akmal']
585,356013,16-06-2009,male,Trent Bridge,New Zealand,Sri Lanka,Sri Lanka,bat,Sri Lanka,['BAW Mendis']
586,356014,16-06-2009,male,Trent Bridge,India,South Africa,South Africa,bat,South Africa,['AB de Villiers']
587,356015,18-06-2009,male,Trent Bridge,Pakistan,South Africa,Pakistan,bat,Pakistan,['Shahid Afridi']
588,356016,19-06-2009,male,Kennington Oval,Sri Lanka,West Indies,West Indies,field,Sri Lanka,['TM Dilshan']
589,356017,21-06-2009,male,Lord's,Pakistan,Sri Lanka,Sri Lanka,bat,Pakistan,['Shahid Afridi']
590,361530,04-08-2008,male,"Civil Service Cricket Club, Stormont",Ireland,Kenya,Ireland,field,Ireland,['AC Botha']
591,361531,04-08-2008,male,"Civil Service Cricket Club, Stormont",Netherlands,Scotland,Netherlands,field,Netherlands,['RN ten Doeschate']
592,361656,11-10-2008,male,Maple Leaf North-West Ground,Pakistan,Sri Lanka,Pakistan,field,Pakistan,['Shoaib Malik']
593,361660,13-10-2008,male,Maple Leaf North-West Ground,Pakistan,Sri Lanka,Sri Lanka,field,Sri Lanka,['ST Jayasuriya']
594,366622,27-02-2009,male,Westpac Stadium,New Zealand,India,New Zealand,field,New Zealand,['BB McCullum']
595,366707,26-12-2008,male,Eden Park,New Zealand,West Indies,New Zealand,bat,no result,['CH Gayle']
596,366708,28-12-2008,male,Seddon Park,New Zealand,West Indies,New Zealand,bat,New Zealand,['JD Ryder']
597,386494,25-02-2009,male,AMI Stadium,New Zealand,India,New Zealand,field,New Zealand,['BB McCullum']
598,386535,10-02-2009,male,R Premadasa Stadium,Sri Lanka,India,Sri Lanka,bat,India,['YK Pathan']
599,387563,13-11-2009,male,New Wanderers Stadium,South Africa,England,South Africa,field,England,['EJG Morgan']
600,387564,15-11-2009,male,SuperSport Park,South Africa,England,South Africa,bat,South Africa,['LE Bosman']
601,391794,25-06-2009,female,County Ground,England,Australia,Australia,bat,Australia,['S Nitschke']
602,392615,07-05-2009,male,Dubai International Cricket Stadium,Australia,Pakistan,Pakistan,field,Pakistan,"['Shahid Afridi', 'Umar Gul']"
603,401076,02-08-2009,male,"Warner Park, Basseterre",West Indies,Bangladesh,Bangladesh,bat,West Indies,['DJG Sammy']
604,403375,12-08-2009,male,R Premadasa Stadium,Sri Lanka,Pakistan,Pakistan,bat,Pakistan,['Shahid Afridi']
605,403385,02-09-2009,male,R Premadasa Stadium,Sri Lanka,New Zealand,New Zealand,bat,New Zealand,['DL Vettori']
606,403386,04-09-2009,male,R Premadasa Stadium,Sri Lanka,New Zealand,New Zealand,bat,New Zealand,['JD Ryder']
607,406197,21-02-2010,male,Bellerive Oval,Australia,West Indies,Australia,bat,Australia,['SW Tait']
608,406198,23-02-2010,male,Sydney Cricket Ground,Australia,West Indies,West Indies,bat,Australia,['DA Warner']
609,406207,05-02-2010,male,Melbourne Cricket Ground,Australia,Pakistan,Australia,bat,Australia,['SW Tait']
610,412677,30-04-2010,male,Providence Stadium,West Indies,Ireland,West Indies,bat,West Indies,['DJG Sammy']
611,412678,30-04-2010,male,Providence Stadium,New Zealand,Sri Lanka,Sri Lanka,bat,New Zealand,['NL McCullum']
612,412679,01-05-2010,male,"Beausejour Stadium, Gros Islet",Afghanistan,India,India,field,India,['A Nehra']
613,412680,01-05-2010,male,"Beausejour Stadium, Gros Islet",Bangladesh,Pakistan,Pakistan,bat,Pakistan,['Salman Butt']
614,412681,04-05-2010,male,Providence Stadium,England,Ireland,Ireland,field,no result,['Salman Butt']
615,412682,02-05-2010,male,"Beausejour Stadium, Gros Islet",India,South Africa,South Africa,field,India,['SK Raina']
616,412683,02-05-2010,male,"Beausejour Stadium, Gros Islet",Australia,Pakistan,Australia,bat,Australia,['SR Watson']
617,412684,04-05-2010,male,Providence Stadium,New Zealand,Zimbabwe,New Zealand,field,New Zealand,['NL McCullum']
618,412685,03-05-2010,male,Providence Stadium,West Indies,England,West Indies,field,West Indies,['DJG Sammy']
619,412686,03-05-2010,male,Providence Stadium,Sri Lanka,Zimbabwe,Sri Lanka,bat,Sri Lanka,['DPMD Jayawardene']
620,412687,05-05-2010,male,"Kensington Oval, Bridgetown",Afghanistan,South Africa,Afghanistan,field,South Africa,['M Morkel']
621,412688,05-05-2010,male,"Kensington Oval, Bridgetown",Australia,Bangladesh,Australia,bat,Australia,['MEK Hussey']
622,412689,06-05-2010,male,"Kensington Oval, Bridgetown",England,Pakistan,England,field,England,['KP Pietersen']
623,412690,06-05-2010,male,"Kensington Oval, Bridgetown",New Zealand,South Africa,South Africa,bat,South Africa,['JA Morkel']
624,412691,07-05-2010,male,"Kensington Oval, Bridgetown",Australia,India,India,field,Australia,['DA Warner']
625,412692,07-05-2010,male,"Kensington Oval, Bridgetown",West Indies,Sri Lanka,Sri Lanka,bat,Sri Lanka,['DPMD Jayawardene']
626,412693,08-05-2010,male,"Kensington Oval, Bridgetown",New Zealand,Pakistan,Pakistan,field,New Zealand,['IG Butler']
627,412694,08-05-2010,male,"Kensington Oval, Bridgetown",England,South Africa,England,bat,England,['KP Pietersen']
628,412695,09-05-2010,male,"Kensington Oval, Bridgetown",West Indies,India,India,field,West Indies,['CH Gayle']
629,412696,09-05-2010,male,"Kensington Oval, Bridgetown",Australia,Sri Lanka,Australia,bat,Australia,['CL White']
630,412697,10-05-2010,male,"Beausejour Stadium, Gros Islet",Pakistan,South Africa,Pakistan,bat,Pakistan,['Umar Akmal']
631,412698,10-05-2010,male,"Beausejour Stadium, Gros Islet",England,New Zealand,New Zealand,bat,England,['TT Bresnan']
632,412699,11-05-2010,male,"Beausejour Stadium, Gros Islet",India,Sri Lanka,India,bat,Sri Lanka,['AD Mathews']
633,412700,11-05-2010,male,"Beausejour Stadium, Gros Islet",West Indies,Australia,West Indies,bat,Australia,['SPD Smith']
634,412701,13-05-2010,male,"Beausejour Stadium, Gros Islet",England,Sri Lanka,Sri Lanka,bat,England,['SCJ Broad']
635,412702,14-05-2010,male,"Beausejour Stadium, Gros Islet",Australia,Pakistan,Australia,field,Australia,['MEK Hussey']
636,412703,16-05-2010,male,"Kensington Oval, Bridgetown",Australia,England,England,field,England,['C Kieswetter']
637,412716,13-05-2010,female,"Beausejour Stadium, Gros Islet",Australia,India,India,bat,Australia,['AJ Blackwell']
638,412717,14-05-2010,female,"Beausejour Stadium, Gros Islet",West Indies,New Zealand,West Indies,field,New Zealand,['SJ McGlashan']
639,412718,16-05-2010,female,"Kensington Oval, Bridgetown",Australia,New Zealand,Australia,bat,Australia,['EA Perry']
640,423391,28-10-2009,female,Boland Bank Park,South Africa,West Indies,South Africa,field,West Indies,['DJS Dottin']
641,423782,03-02-2010,male,Seddon Park,New Zealand,Bangladesh,Bangladesh,bat,New Zealand,['DL Vettori']
642,423787,26-02-2010,male,Westpac Stadium,New Zealand,Australia,New Zealand,bat,Australia,['MG Johnson']
643,423788,28-02-2010,male,AMI Stadium,New Zealand,Australia,New Zealand,bat,no result,['BB McCullum']
644,426392,05-07-2010,male,Edgbaston,Australia,Pakistan,Pakistan,bat,Pakistan,['Umar Akmal']
645,426393,06-07-2010,male,Edgbaston,Australia,Pakistan,Pakistan,bat,Pakistan,['Mohammad Amir']
646,426417,05-09-2010,male,Sophia Gardens,England,Pakistan,England,field,England,['MH Yardy']
647,426418,07-09-2010,male,Sophia Gardens,England,Pakistan,Pakistan,bat,England,['TT Bresnan']
648,426723,12-11-2009,male,Dubai International Cricket Stadium,New Zealand,Pakistan,New Zealand,field,Pakistan,['Imran Nazir']
649,426724,13-11-2009,male,Dubai International Cricket Stadium,New Zealand,Pakistan,Pakistan,bat,Pakistan,['Umar Akmal']
650,430884,09-12-2009,male,"Vidarbha Cricket Association Stadium, Jamtha",India,Sri Lanka,India,field,Sri Lanka,['KC Sangakkara']
651,430885,12-12-2009,male,"Punjab Cricket Association Stadium, Mohali",India,Sri Lanka,Sri Lanka,bat,India,['Yuvraj Singh']
652,439139,28-02-2010,male,"Queen's Park Oval, Port of Spain",West Indies,Zimbabwe,Zimbabwe,bat,Zimbabwe,['AG Cremer']
653,439146,19-05-2010,male,"Sir Vivian Richards Stadium, North Sound",West Indies,South Africa,West Indies,field,South Africa,['R McLaren']
654,439495,09-02-2010,male,Dubai International Cricket Stadium,Afghanistan,Ireland,Ireland,field,Afghanistan,['Mohammad Nabi']
655,439497,09-02-2010,male,Dubai International Cricket Stadium,Canada,Netherlands,Canada,bat,Netherlands,['B Zuiderent']
656,439499,10-02-2010,male,Dubai International Cricket Stadium,Canada,Kenya,Kenya,field,Kenya,['AA Obanda']
657,439505,11-02-2010,male,Dubai International Cricket Stadium,Ireland,Scotland,Ireland,bat,Ireland,['DT Johnston']
658,439507,12-02-2010,male,Dubai International Cricket Stadium,Afghanistan,Netherlands,Netherlands,field,Netherlands,['RN ten Doeschate']
659,439510,13-02-2010,male,Dubai International Cricket Stadium,Ireland,Netherlands,Ireland,bat,Ireland,['AR Cusack']
660,439511,13-02-2010,male,Dubai International Cricket Stadium,Afghanistan,Ireland,Ireland,bat,Afghanistan,['Mohammad Shahzad']
661,440945,19-02-2010,male,Dubai International Cricket Stadium,England,Pakistan,Pakistan,bat,England,['EJG Morgan']
662,440946,20-02-2010,male,Dubai International Cricket Stadium,England,Pakistan,Pakistan,field,Pakistan,['Abdul Razzaq']
663,446956,31-10-2010,male,Western Australia Cricket Association Ground,Australia,Sri Lanka,Australia,bat,Sri Lanka,['S Randiv']
664,446960,12-01-2011,male,Adelaide Oval,Australia,England,Australia,bat,England,['SR Watson']
665,446961,14-01-2011,male,Melbourne Cricket Ground,Australia,England,Australia,bat,Australia,['AJ Finch']
666,447539,20-05-2010,male,"Sir Vivian Richards Stadium, North Sound",West Indies,South Africa,West Indies,field,South Africa,['J Botha']
667,452153,12-06-2010,male,Harare Sports Club,Zimbabwe,India,India,field,India,['YK Pathan']
668,452154,13-06-2010,male,Harare Sports Club,Zimbabwe,India,India,field,India,['SK Raina']
669,456991,22-05-2010,male,Central Broward Regional Park Stadium Turf Ground,New Zealand,Sri Lanka,New Zealand,bat,New Zealand,['SB Styris']
670,456992,23-05-2010,male,Central Broward Regional Park Stadium Turf Ground,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,['KMDN Kulasekara']
671,461565,27-10-2010,male,Sheikh Zayed Stadium,Pakistan,South Africa,Pakistan,bat,South Africa,['J Theron']
672,463141,08-10-2010,male,OUTsurance Oval,South Africa,Zimbabwe,Zimbabwe,bat,South Africa,['GC Smith']
673,463142,10-10-2010,male,De Beers Diamond Oval,South Africa,Zimbabwe,South Africa,bat,South Africa,['JP Duminy']
674,463149,09-01-2011,male,Moses Mabhida Stadium,South Africa,India,India,bat,India,['RG Sharma']
675,473918,26-12-2010,male,Eden Park,New Zealand,Pakistan,New Zealand,field,New Zealand,['TG Southee']
676,473919,28-12-2010,male,Seddon Park,New Zealand,Pakistan,Pakistan,field,New Zealand,['NL McCullum']
677,473920,30-12-2010,male,AMI Stadium,New Zealand,Pakistan,Pakistan,bat,Pakistan,['Abdul Razzaq']
678,474466,25-06-2011,male,County Ground,England,Sri Lanka,Sri Lanka,field,Sri Lanka,['DPMD Jayawardene']
679,474476,31-08-2011,male,Old Trafford,England,India,India,bat,England,['JW Dernbach']
680,476947,30-12-2010,female,Saxton Oval,New Zealand,Australia,New Zealand,bat,Australia,['SJ Coyte']
681,478279,26-10-2010,male,Sheikh Zayed Stadium,Pakistan,South Africa,Pakistan,bat,South Africa,['JP Duminy']
682,489212,21-04-2011,male,"Beausejour Stadium, Gros Islet",West Indies,Pakistan,West Indies,bat,West Indies,['D Bishoo']
683,489220,04-06-2011,male,"Queen's Park Oval, Port of Spain",West Indies,India,West Indies,field,India,['S Badrinath']
684,492547,26-06-2011,female,County Ground,England,India,England,bat,England,['SC Taylor']
685,514023,13-10-2011,male,Newlands,South Africa,Australia,South Africa,bat,Australia,['SR Watson']
686,514024,16-10-2011,male,New Wanderers Stadium,South Africa,Australia,Australia,bat,South Africa,['J Theron']
687,516204,06-08-2011,male,Pallekele International Cricket Stadium,Sri Lanka,Australia,Australia,field,Sri Lanka,['TM Dilshan']
688,516205,08-08-2011,male,Pallekele International Cricket Stadium,Sri Lanka,Australia,Sri Lanka,bat,Sri Lanka,['BAW Mendis']
689,518954,01-02-2012,male,Stadium Australia,Australia,India,India,field,Australia,['MS Wade']
690,518955,03-02-2012,male,Melbourne Cricket Ground,Australia,India,Australia,bat,India,['RA Jadeja']
691,520595,11-02-2012,male,Eden Park,New Zealand,Zimbabwe,Zimbabwe,bat,New Zealand,['MJ Guptill']
692,520596,14-02-2012,male,Seddon Park,New Zealand,Zimbabwe,Zimbabwe,bat,New Zealand,['JEC Franklin']
693,520597,17-02-2012,male,Westpac Stadium,New Zealand,South Africa,New Zealand,field,New Zealand,['MJ Guptill']
