,id,Date,Gender,venue,Team1,Team2,Toss_winner,decision_toss,Match_winner,player_of_match
694,520598,19-02-2012,male,Seddon Park,New Zealand,South Africa,South Africa,field,South Africa,['RE Levi']
695,520599,22-02-2012,male,Eden Park,New Zealand,South Africa,New Zealand,field,South Africa,['J Botha']
696,521217,29-10-2011,male,Eden Gardens,India,England,India,bat,England,['KP Pietersen']
697,523735,16-09-2011,male,Harare Sports Club,Zimbabwe,Pakistan,Zimbabwe,field,Pakistan,['Mohammad Hafeez']
698,523736,18-09-2011,male,Harare Sports Club,Zimbabwe,Pakistan,Pakistan,bat,Pakistan,['Mohammad Hafeez']
699,525816,23-09-2011,male,Kennington Oval,England,West Indies,England,field,England,['RS Bopara']
700,525817,25-09-2011,male,Kennington Oval,England,West Indies,England,field,West Indies,['GE Mathurin']
701,527012,15-10-2011,male,Harare Sports Club,Zimbabwe,New Zealand,New Zealand,field,New Zealand,['BB McCullum']
702,527013,17-10-2011,male,Harare Sports Club,Zimbabwe,New Zealand,Zimbabwe,field,New Zealand,['MJ Guptill']
703,527683,29-10-2011,female,Senwes Park,South Africa,England,South Africa,bat,no result,['MJ Guptill']
704,527688,17-02-2012,female,Westpac Stadium,New Zealand,England,England,field,England,['A Shrubsole']
705,527689,19-02-2012,female,Seddon Park,New Zealand,England,New Zealand,field,England,['LA Marsh']
706,527690,22-02-2012,female,Eden Park,New Zealand,England,New Zealand,field,England,['JL Gunn']
707,530432,25-11-2011,male,Sheikh Zayed Stadium,Pakistan,Sri Lanka,Sri Lanka,bat,Pakistan,['Aizaz Cheema']
708,531635,23-02-2012,male,Dubai International Cricket Stadium,England,Pakistan,England,field,Pakistan,['Umar Gul']
709,531636,25-02-2012,male,Dubai International Cricket Stadium,England,Pakistan,England,bat,England,['JM Bairstow']
710,531637,27-02-2012,male,Sheikh Zayed Stadium,England,Pakistan,England,bat,England,['KP Pietersen']
711,531982,11-10-2011,male,Shere Bangla National Stadium,Bangladesh,West Indies,Bangladesh,field,Bangladesh,['Mushfiqur Rahim']
712,533272,18-09-2012,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Zimbabwe,Zimbabwe,field,Sri Lanka,['BAW Mendis']
713,533273,19-09-2012,male,R Premadasa Stadium,Australia,Ireland,Ireland,bat,Australia,['SR Watson']
714,533274,19-09-2012,male,R Premadasa Stadium,Afghanistan,India,Afghanistan,field,India,['V Kohli']
715,533275,20-09-2012,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",South Africa,Zimbabwe,South Africa,field,South Africa,['JH Kallis']
716,533276,21-09-2012,male,Pallekele International Cricket Stadium,Bangladesh,New Zealand,Bangladesh,field,New Zealand,['BB McCullum']
717,533277,21-09-2012,male,R Premadasa Stadium,Afghanistan,England,Afghanistan,field,England,['LJ Wright']
718,533278,22-09-2012,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,South Africa,Sri Lanka,field,South Africa,['AB de Villiers']
719,533279,22-09-2012,male,R Premadasa Stadium,Australia,West Indies,West Indies,bat,Australia,['SR Watson']
720,533280,23-09-2012,male,Pallekele International Cricket Stadium,New Zealand,Pakistan,Pakistan,bat,Pakistan,['Nasir Jamshed']
721,533281,23-09-2012,male,R Premadasa Stadium,England,India,England,field,India,['Harbhajan Singh']
722,533282,24-09-2012,male,R Premadasa Stadium,Ireland,West Indies,West Indies,field,no result,['Harbhajan Singh']
723,533283,25-09-2012,male,Pallekele International Cricket Stadium,Bangladesh,Pakistan,Bangladesh,bat,Pakistan,['Imran Nazir']
724,533284,27-09-2012,male,Pallekele International Cricket Stadium,Sri Lanka,New Zealand,New Zealand,bat,no result,['TM Dilshan']
725,533285,27-09-2012,male,Pallekele International Cricket Stadium,England,West Indies,West Indies,bat,West Indies,['J Charles']
726,533286,28-09-2012,male,R Premadasa Stadium,Pakistan,South Africa,South Africa,bat,Pakistan,['Umar Gul']
727,533287,28-09-2012,male,R Premadasa Stadium,Australia,India,India,bat,Australia,['SR Watson']
728,533288,29-09-2012,male,Pallekele International Cricket Stadium,England,New Zealand,New Zealand,bat,England,['LJ Wright']
729,533289,29-09-2012,male,Pallekele International Cricket Stadium,Sri Lanka,West Indies,West Indies,bat,Sri Lanka,['DPMD Jayawardene']
730,533290,30-09-2012,male,R Premadasa Stadium,Australia,South Africa,Australia,field,Australia,['SR Watson']
731,533291,30-09-2012,male,R Premadasa Stadium,India,Pakistan,Pakistan,bat,India,['V Kohli']
732,533292,01-10-2012,male,Pallekele International Cricket Stadium,New Zealand,West Indies,New Zealand,field,no result,['SP Narine']
733,533293,01-10-2012,male,Pallekele International Cricket Stadium,Sri Lanka,England,England,field,Sri Lanka,['SL Malinga']
734,533294,02-10-2012,male,R Premadasa Stadium,Australia,Pakistan,Australia,field,Pakistan,['Raza Hasan']
735,533295,02-10-2012,male,R Premadasa Stadium,India,South Africa,South Africa,field,India,['Yuvraj Singh']
736,533296,04-10-2012,male,R Premadasa Stadium,Sri Lanka,Pakistan,Sri Lanka,bat,Sri Lanka,['DPMD Jayawardene']
737,533297,05-10-2012,male,R Premadasa Stadium,Australia,West Indies,West Indies,bat,West Indies,['CH Gayle']
738,533298,07-10-2012,male,R Premadasa Stadium,Sri Lanka,West Indies,West Indies,bat,West Indies,['MN Samuels']
739,533299,26-09-2012,female,Galle International Stadium,Sri Lanka,South Africa,South Africa,field,South Africa,['T Chetty']
740,533300,26-09-2012,female,Galle International Stadium,New Zealand,West Indies,West Indies,field,West Indies,['DJS Dottin']
741,533301,27-09-2012,female,Galle International Stadium,England,Pakistan,Pakistan,field,England,['LA Marsh']
742,533302,27-09-2012,female,Galle International Stadium,Australia,India,India,bat,Australia,['EA Osborne']
743,533303,28-09-2012,female,Galle International Stadium,New Zealand,South Africa,South Africa,field,New Zealand,['SFM Devine']
744,533304,28-09-2012,female,Galle International Stadium,Sri Lanka,West Indies,West Indies,field,Sri Lanka,['CR Seneviratna']
745,533305,29-09-2012,female,Galle International Stadium,Australia,Pakistan,Australia,bat,Australia,['JE Cameron']
746,533306,29-09-2012,female,Galle International Stadium,England,India,India,bat,England,['CM Edwards']
747,533307,30-09-2012,female,Galle International Stadium,South Africa,West Indies,West Indies,field,West Indies,['SR Taylor']
748,533308,30-09-2012,female,Galle International Stadium,Sri Lanka,New Zealand,Sri Lanka,bat,New Zealand,['SJ McGlashan']
749,533309,01-10-2012,female,Galle International Stadium,India,Pakistan,Pakistan,bat,Pakistan,['Nida Dar']
750,533310,01-10-2012,female,Galle International Stadium,Australia,England,Australia,bat,England,['SJ Taylor']
751,533311,04-10-2012,female,R Premadasa Stadium,England,New Zealand,England,field,England,['CM Edwards']
752,533312,05-10-2012,female,R Premadasa Stadium,Australia,West Indies,Australia,bat,Australia,['EA Perry']
753,533313,07-10-2012,female,R Premadasa Stadium,Australia,England,England,field,Australia,['JE Cameron']
754,534208,24-06-2012,male,Trent Bridge,England,West Indies,West Indies,bat,England,['AD Hales']
755,534233,08-09-2012,male,Riverside Ground,England,South Africa,South Africa,field,South Africa,['DW Steyn']
756,534234,10-09-2012,male,Old Trafford,England,South Africa,England,field,no result,['DW Steyn']
757,534235,12-09-2012,male,Edgbaston,England,South Africa,South Africa,field,England,['JC Buttler']
758,538068,29-11-2011,male,Shere Bangla National Stadium,Bangladesh,Pakistan,Pakistan,bat,Pakistan,['Mohammad Hafeez']
759,540173,27-03-2012,male,"Beausejour Stadium, Gros Islet",West Indies,Australia,West Indies,bat,Australia,['SR Watson']
760,540174,30-03-2012,male,"Kensington Oval, Bridgetown",West Indies,Australia,West Indies,bat,West Indies,['DR Smith']
761,542850,26-06-2012,female,St Lawrence Ground,England,India,India,field,England,['SJ Taylor']
762,542851,28-06-2012,female,County Ground,England,India,India,bat,England,['SJ Taylor']
763,543883,22-02-2012,male,Mombasa Sports Club Ground,Kenya,Ireland,Ireland,field,Ireland,['GH Dockrell']
764,543884,23-02-2012,male,Mombasa Sports Club Ground,Kenya,Ireland,Kenya,bat,Ireland,['PR Stirling']
765,543885,24-02-2012,male,Mombasa Sports Club Ground,Kenya,Ireland,Ireland,bat,Ireland,['SO Ngoche']
766,546410,13-03-2012,male,Dubai International Cricket Stadium,Canada,Netherlands,Netherlands,bat,Netherlands,['Mudassar Bukhari']
767,546414,14-03-2012,male,Dubai International Cricket Stadium,Ireland,Kenya,Kenya,bat,Ireland,['WB Rankin']
768,546418,14-03-2012,male,Dubai International Cricket Stadium,Afghanistan,Netherlands,Netherlands,bat,Afghanistan,['Mohammad Shahzad']
769,546442,18-03-2012,male,Dubai International Cricket Stadium,Ireland,Scotland,Ireland,bat,Ireland,['EC Joyce']
770,546443,18-03-2012,male,ICC Global Cricket Academy,Afghanistan,Canada,Afghanistan,bat,Afghanistan,['Samiullah Shenwari']
771,546462,22-03-2012,male,Dubai International Cricket Stadium,Canada,Ireland,Canada,bat,Ireland,['PR Stirling']
772,546470,23-03-2012,male,Dubai International Cricket Stadium,Ireland,Netherlands,Ireland,field,Ireland,"[""KJ O'Brien""]"
773,546473,23-03-2012,male,Dubai International Cricket Stadium,Canada,Scotland,Canada,bat,Scotland,['RD Berrington']
774,546477,24-03-2012,male,Dubai International Cricket Stadium,Afghanistan,Ireland,Afghanistan,bat,Ireland,['PR Stirling']
775,551593,08-09-2012,female,Riverside Ground,England,West Indies,West Indies,bat,England,['LA Marsh']
776,551594,10-09-2012,female,Old Trafford,England,West Indies,West Indies,field,England,['SJ Taylor']
777,551595,13-09-2012,female,County Ground,England,West Indies,England,bat,England,['A Brindle']
778,551596,15-09-2012,female,County Ground,England,West Indies,England,bat,England,['LS Greenway']
779,551597,16-09-2012,female,Arundel Castle Cricket Club Ground,England,West Indies,West Indies,field,West Indies,['DJS Dottin']
780,556252,30-03-2012,male,New Wanderers Stadium,South Africa,India,India,field,South Africa,['CA Ingram']
781,560921,30-06-2012,male,Central Broward Regional Park Stadium Turf Ground,New Zealand,West Indies,New Zealand,field,West Indies,['CH Gayle']
782,560922,01-07-2012,male,Central Broward Regional Park Stadium Turf Ground,New Zealand,West Indies,West Indies,bat,West Indies,['SP Narine']
783,562437,01-06-2012,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Pakistan,Sri Lanka,bat,Sri Lanka,['NLTC Perera']
784,562438,03-06-2012,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Pakistan,Pakistan,bat,Pakistan,['Shahid Afridi']
785,564786,07-08-2012,male,Pallekele International Cricket Stadium,Sri Lanka,India,Sri Lanka,field,India,['IK Pathan']
786,565810,20-12-2012,male,Subrata Roy Sahara Stadium,India,England,India,field,India,['Yuvraj Singh']
787,565811,22-12-2012,male,Wankhede Stadium,India,England,England,field,England,['EJG Morgan']
788,565820,11-09-2012,male,"MA Chidambaram Stadium, Chepauk",India,New Zealand,India,field,New Zealand,['BB McCullum']
789,565844,04-09-2012,female,Haslegrave Ground,England,Pakistan,Pakistan,bat,England,['A Shrubsole']
790,565845,05-09-2012,female,Haslegrave Ground,England,Pakistan,England,bat,England,['DN Wyatt']
791,566926,25-06-2013,male,Kennington Oval,England,New Zealand,England,field,New Zealand,['HD Rutherford']
792,566927,27-06-2013,male,Kennington Oval,England,New Zealand,New Zealand,field,no result,['HD Rutherford']
793,566937,29-08-2013,male,The Rose Bowl,England,Australia,England,field,Australia,['AJ Finch']
794,566938,31-08-2013,male,Riverside Ground,England,Australia,Australia,field,England,['AD Hales']
795,567071,18-07-2012,male,"Civil Service Cricket Club, Stormont",Ireland,Bangladesh,Ireland,field,Bangladesh,['Elias Sunny']
796,567205,25-07-2012,male,Sportpark Westvliet,Netherlands,Bangladesh,Netherlands,bat,Bangladesh,['Elias Sunny']
797,567353,21-12-2012,male,Kingsmead,South Africa,New Zealand,New Zealand,bat,South Africa,['RK Kleinveldt']
798,567354,23-12-2012,male,Buffalo Park,South Africa,New Zealand,New Zealand,field,New Zealand,['MJ Guptill']
799,567355,26-12-2012,male,St George's Park,South Africa,New Zealand,South Africa,bat,South Africa,['H Davids']
800,567367,03-03-2013,male,SuperSport Park,South Africa,Pakistan,Pakistan,bat,Pakistan,['Mohammad Hafeez']
801,569237,09-02-2013,male,Eden Park,New Zealand,England,New Zealand,field,England,['Mohammad Hafeez']
802,569238,12-02-2013,male,Seddon Park,New Zealand,England,England,field,New Zealand,['Mohammad Hafeez']
803,569239,15-02-2013,male,Westpac Stadium,New Zealand,England,England,field,England,['Mohammad Hafeez']
804,571148,05-09-2012,male,Dubai International Cricket Stadium,Australia,Pakistan,Pakistan,field,Pakistan,['Mohammad Hafeez']
805,571149,07-09-2012,male,Dubai International Cricket Stadium,Australia,Pakistan,Pakistan,bat,no result,['Saeed Ajmal']
806,571150,10-09-2012,male,Dubai International Cricket Stadium,Australia,Pakistan,Pakistan,field,Australia,['DA Warner']
807,573019,26-01-2013,male,Stadium Australia,Australia,Sri Lanka,Australia,bat,Sri Lanka,['DA Warner']
808,573020,28-01-2013,male,Melbourne Cricket Ground,Australia,Sri Lanka,Australia,field,Sri Lanka,['NLTC Perera']
809,573027,13-02-2013,male,"Brisbane Cricket Ground, Woolloongabba",Australia,West Indies,West Indies,bat,West Indies,['KA Pollard']
810,573672,26-07-2012,male,Sportpark Westvliet,Netherlands,Bangladesh,Bangladesh,bat,Netherlands,['KA Pollard']
811,582186,30-10-2012,male,Pallekele International Cricket Stadium,Sri Lanka,New Zealand,Sri Lanka,field,no result,['KA Pollard']
812,584772,03-10-2012,female,Nondescripts Cricket Club Ground,Sri Lanka,India,Sri Lanka,bat,India,['E Bisht']
813,584923,28-10-2012,female,Guanggong International Cricket Stadium,Bangladesh,Sri Lanka,Sri Lanka,field,Bangladesh,['Salma Khatun']
814,584924,28-10-2012,female,Guanggong International Cricket Stadium,India,Pakistan,Pakistan,bat,India,['M Raj']
815,584928,30-10-2012,female,Guanggong International Cricket Stadium,Bangladesh,Pakistan,Pakistan,field,Pakistan,['Nida Dar']
816,584929,31-10-2012,female,Guanggong International Cricket Stadium,India,Pakistan,India,bat,India,['PG Raut']
817,587476,10-12-2012,male,Shere Bangla National Stadium,Bangladesh,West Indies,West Indies,bat,West Indies,['MN Samuels']
818,588498,19-01-2013,female,"Beausejour Stadium, Gros Islet",West Indies,South Africa,South Africa,bat,West Indies,['DJS Dottin']
819,588499,20-01-2013,female,"Beausejour Stadium, Gros Islet",West Indies,South Africa,West Indies,field,West Indies,['SF Daley']
820,589306,25-12-2012,male,M Chinnaswamy Stadium,India,Pakistan,Pakistan,field,Pakistan,['Mohammad Hafeez']
821,589307,28-12-2012,male,"Sardar Patel Stadium, Motera",India,Pakistan,Pakistan,field,India,['Yuvraj Singh']
822,592268,15-03-2013,male,ICC Global Cricket Academy,Canada,Kenya,Kenya,bat,Canada,['Junaid Siddiqui']
823,592269,16-03-2013,male,ICC Global Cricket Academy,Canada,Kenya,Kenya,bat,Kenya,['CO Obuya']
824,592272,03-03-2013,male,Sharjah Cricket Stadium,Afghanistan,Scotland,Afghanistan,bat,Afghanistan,['Mohammad Shahzad']
825,592273,04-03-2013,male,Sharjah Cricket Stadium,Afghanistan,Scotland,Scotland,bat,Afghanistan,['Mohammad Shahzad']
826,592276,20-04-2013,male,Wanderers Cricket Ground,Kenya,Netherlands,Kenya,field,Kenya,['Mohammad Shahzad']
827,593726,27-08-2013,female,County Ground,England,Australia,England,bat,England,['SJ Taylor']
828,593727,29-08-2013,female,The Rose Bowl,England,Australia,Australia,bat,England,['LS Greenway']
829,593728,31-08-2013,female,Riverside Ground,England,Australia,England,field,England,['KH Brunt']
830,593986,02-03-2013,male,"Sir Vivian Richards Stadium, North Sound",West Indies,Zimbabwe,Zimbabwe,bat,West Indies,['LMP Simmons']
831,593987,03-03-2013,male,"Sir Vivian Richards Stadium, North Sound",West Indies,Zimbabwe,West Indies,bat,West Indies,['S Badree']
832,602477,31-03-2013,male,Pallekele International Cricket Stadium,Sri Lanka,Bangladesh,Bangladesh,field,Sri Lanka,['MDKJ Perera']
833,603243,03-03-2013,female,R Premadasa Stadium,Sri Lanka,West Indies,Sri Lanka,bat,West Indies,['MDKJ Perera']
834,603244,05-03-2013,female,R Premadasa Stadium,Sri Lanka,West Indies,Sri Lanka,field,West Indies,['MDKJ Perera']
835,603246,08-03-2013,female,R Premadasa Stadium,Sri Lanka,West Indies,West Indies,bat,West Indies,['MDKJ Perera']
836,623571,11-05-2013,male,Queens Sports Club,Zimbabwe,Bangladesh,Zimbabwe,bat,Zimbabwe,['H Masakadza']
837,623572,12-05-2013,male,Queens Sports Club,Zimbabwe,Bangladesh,Bangladesh,bat,Bangladesh,['Shakib Al Hasan']
838,627008,05-07-2013,female,Haslegrave Ground,England,Pakistan,England,bat,England,['SJ Taylor']
839,627009,05-07-2013,female,Haslegrave Ground,England,Pakistan,Pakistan,bat,Pakistan,['Sana Mir']
840,630951,19-04-2013,male,Wanderers Cricket Ground,Kenya,Netherlands,Netherlands,bat,Kenya,['Sana Mir']
841,635658,02-08-2013,male,R Premadasa Stadium,Sri Lanka,South Africa,South Africa,bat,South Africa,['JP Duminy']
842,635659,04-08-2013,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,South Africa,South Africa,bat,South Africa,['DA Miller']
843,635660,06-08-2013,male,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,South Africa,South Africa,bat,Sri Lanka,['TM Dilshan']
844,636164,29-01-2014,male,Bellerive Oval,Australia,England,Australia,bat,Australia,['CL White']
845,636165,31-01-2014,male,Melbourne Cricket Ground,Australia,England,England,bat,Australia,['JR Hazlewood']
846,636166,02-02-2014,male,Stadium Australia,Australia,England,Australia,bat,Australia,['GJ Bailey']
847,636536,09-03-2014,male,"Kensington Oval, Bridgetown",West Indies,England,West Indies,bat,West Indies,['MN Samuels']
848,636537,11-03-2014,male,"Kensington Oval, Bridgetown",West Indies,England,England,bat,West Indies,['K Santokie']
849,636538,13-03-2014,male,"Kensington Oval, Bridgetown",West Indies,England,England,bat,England,['CJ Jordan']
850,640947,29-07-2013,female,YMCA Cricket Club,Ireland,Pakistan,Pakistan,field,Pakistan,['Sadia Yousuf']
851,640955,31-07-2013,female,YMCA Cricket Club,Pakistan,Sri Lanka,Sri Lanka,field,no result,['Sadia Yousuf']
852,644941,16-07-2013,female,YMCA Cricket Club,Ireland,Pakistan,Pakistan,bat,Pakistan,['Sadia Yousuf']
853,645645,27-07-2013,male,"Arnos Vale Ground, Kingstown",West Indies,Pakistan,West Indies,bat,Pakistan,['Shahid Afridi']
854,645647,28-07-2013,male,"Arnos Vale Ground, Kingstown",West Indies,Pakistan,Pakistan,bat,Pakistan,['Umar Akmal']
855,647247,10-10-2013,male,Saurashtra Cricket Association Stadium,India,Australia,India,field,India,['Yuvraj Singh']
856,648681,12-03-2014,male,Kingsmead,South Africa,Australia,Australia,field,Australia,['BJ Hodge']
857,648683,14-03-2014,male,SuperSport Park,South Africa,Australia,Australia,field,Australia,['MA Starc']
858,649101,13-11-2013,male,Dubai International Cricket Stadium,Pakistan,South Africa,Pakistan,bat,South Africa,['DW Steyn']
859,649103,15-11-2013,male,Dubai International Cricket Stadium,Pakistan,South Africa,South Africa,bat,South Africa,['F du Plessis']
860,657631,08-12-2013,male,Sharjah Cricket Stadium,Afghanistan,Pakistan,Afghanistan,bat,Pakistan,['Mohammad Hafeez']
861,657633,11-12-2013,male,Dubai International Cricket Stadium,Pakistan,Sri Lanka,Pakistan,field,Pakistan,['Shahid Afridi']
862,657635,13-12-2013,male,Dubai International Cricket Stadium,Pakistan,Sri Lanka,Pakistan,field,Sri Lanka,['MDKJ Perera']
863,659545,23-08-2013,male,Harare Sports Club,Zimbabwe,Pakistan,Zimbabwe,field,Pakistan,['Ahmed Shehzad']
864,659547,24-08-2013,male,Harare Sports Club,Zimbabwe,Pakistan,Zimbabwe,field,Pakistan,['Ahmed Shehzad']
865,660107,15-11-2013,male,Sharjah Cricket Stadium,Afghanistan,Netherlands,Afghanistan,bat,Netherlands,['BN Cooper']
866,660113,16-11-2013,male,Sheikh Zayed Stadium,Canada,Ireland,Canada,field,Ireland,['A Bagai']
867,660123,16-11-2013,male,Sharjah Cricket Stadium,Afghanistan,Scotland,Afghanistan,bat,Afghanistan,['Dawlat Zadran']
868,660149,19-11-2013,male,ICC Academy,Kenya,Scotland,Kenya,bat,Kenya,['RG Aga']
869,660173,22-11-2013,male,ICC Academy,Netherlands,Scotland,Netherlands,field,Scotland,['RML Taylor']
870,660185,23-11-2013,male,ICC Academy,Kenya,Netherlands,Netherlands,bat,Netherlands,['Mudassar Bukhari']
871,660203,24-11-2013,male,Sharjah Cricket Stadium,Afghanistan,Kenya,Afghanistan,bat,Afghanistan,['Samiullah Shenwari']
872,660209,26-11-2013,male,Sharjah Cricket Stadium,Canada,Kenya,Kenya,bat,Kenya,['SO Tikolo']
873,660223,28-11-2013,male,Sheikh Zayed Stadium,Netherlands,Scotland,Scotland,bat,Netherlands,['W Barresi']
874,660235,30-11-2013,male,Sheikh Zayed Stadium,Afghanistan,Ireland,Ireland,bat,Ireland,['DT Johnston']
875,661695,11-01-2014,male,Eden Park,New Zealand,West Indies,New Zealand,bat,New Zealand,['L Ronchi']
876,661697,15-01-2014,male,Westpac Stadium,New Zealand,West Indies,West Indies,bat,New Zealand,['L Ronchi']
877,662383,30-09-2013,male,Sharjah Cricket Stadium,Afghanistan,Kenya,Afghanistan,bat,Afghanistan,['Hamid Hassan']
878,662387,11-10-2013,male,Sharjah Cricket Stadium,Afghanistan,Kenya,Kenya,bat,Kenya,['Hamid Hassan']
879,664293,14-09-2013,female,Senwes Park,South Africa,Bangladesh,Bangladesh,bat,South Africa,['M Kapp']
880,664295,15-09-2013,female,Senwes Park,South Africa,Bangladesh,South Africa,bat,South Africa,['M du Preez']
881,666047,31-01-2014,female,Melbourne Cricket Ground,Australia,England,Australia,field,Australia,['HL Ferling']
882,666049,02-02-2014,female,Stadium Australia,Australia,England,Australia,field,Australia,['RM Farrell']
883,667731,07-09-2014,male,Edgbaston,England,India,England,bat,England,['EJG Morgan']
884,667887,20-05-2014,male,Kennington Oval,England,Sri Lanka,England,field,Sri Lanka,['NLTC Perera']
885,668515,31-10-2013,female,Senwes Park,South Africa,Sri Lanka,South Africa,field,South Africa,['HML Madushani']
886,668517,02-11-2013,female,Senwes Park,South Africa,Sri Lanka,South Africa,field,Sri Lanka,['HASD Siriwardene']
887,668519,04-11-2013,female,Senwes Park,South Africa,Sri Lanka,South Africa,field,South Africa,['S Loubser']
888,668959,06-11-2013,male,Shere Bangla National Stadium,Bangladesh,New Zealand,New Zealand,bat,New Zealand,['C Munro']
889,668969,21-11-2013,male,Pallekele International Cricket Stadium,Sri Lanka,New Zealand,Sri Lanka,field,Sri Lanka,['MDKJ Perera']
890,682897,16-03-2014,male,Shere Bangla National Stadium,Bangladesh,Afghanistan,Bangladesh,field,Bangladesh,['Shakib Al Hasan']
891,682899,16-03-2014,male,Zahur Ahmed Chowdhury Stadium,Hong Kong,Nepal,Hong Kong,field,Nepal,['SP Gauchan']
892,682901,17-03-2014,male,Sylhet Stadium,Ireland,Zimbabwe,Ireland,field,Ireland,['PR Stirling']
893,682903,17-03-2014,male,Sylhet Stadium,Netherlands,United Arab Emirates,United Arab Emirates,bat,Netherlands,['TLW Cooper']
894,682905,18-03-2014,male,Zahur Ahmed Chowdhury Stadium,Afghanistan,Hong Kong,Hong Kong,bat,Afghanistan,['Mohammad Shahzad']
895,682907,18-03-2014,male,Zahur Ahmed Chowdhury Stadium,Bangladesh,Nepal,Bangladesh,field,Bangladesh,['Al-Amin Hossain']
896,682909,19-03-2014,male,Sylhet Stadium,Netherlands,Zimbabwe,Netherlands,bat,Zimbabwe,['BRM Taylor']
897,682911,19-03-2014,male,Sylhet Stadium,Ireland,United Arab Emirates,Ireland,field,Ireland,['EC Joyce']
898,682913,20-03-2014,male,Zahur Ahmed Chowdhury Stadium,Afghanistan,Nepal,Afghanistan,field,Nepal,['JK Mukhiya']
899,682915,20-03-2014,male,Zahur Ahmed Chowdhury Stadium,Bangladesh,Hong Kong,Hong Kong,field,Hong Kong,['Nadeem Ahmed']
900,682917,21-03-2014,male,Sylhet Stadium,United Arab Emirates,Zimbabwe,Zimbabwe,field,Zimbabwe,['E Chigumbura']
901,682919,21-03-2014,male,Sylhet Stadium,Ireland,Netherlands,Netherlands,field,Netherlands,['SJ Myburgh']
902,682921,21-03-2014,male,Shere Bangla National Stadium,India,Pakistan,India,field,India,['A Mishra']
903,682923,22-03-2014,male,Zahur Ahmed Chowdhury Stadium,South Africa,Sri Lanka,Sri Lanka,bat,Sri Lanka,['MDKJ Perera']
904,682925,22-03-2014,male,Zahur Ahmed Chowdhury Stadium,England,New Zealand,New Zealand,field,New Zealand,['CJ Anderson']
905,682927,23-03-2014,male,Shere Bangla National Stadium,Australia,Pakistan,Australia,field,Pakistan,['Umar Akmal']
906,682929,23-03-2014,male,Shere Bangla National Stadium,India,West Indies,India,field,India,['A Mishra']
907,682931,24-03-2014,male,Zahur Ahmed Chowdhury Stadium,New Zealand,South Africa,New Zealand,field,South Africa,['JP Duminy']
908,682933,24-03-2014,male,Zahur Ahmed Chowdhury Stadium,Netherlands,Sri Lanka,Sri Lanka,field,Sri Lanka,['AD Mathews']
909,682935,25-03-2014,male,Shere Bangla National Stadium,Bangladesh,West Indies,Bangladesh,field,West Indies,['DR Smith']
910,682937,27-03-2014,male,Zahur Ahmed Chowdhury Stadium,Netherlands,South Africa,Netherlands,field,South Africa,['Imran Tahir']
911,682939,27-03-2014,male,Zahur Ahmed Chowdhury Stadium,England,Sri Lanka,England,field,England,['AD Hales']
912,682941,28-03-2014,male,Shere Bangla National Stadium,Australia,West Indies,Australia,bat,West Indies,['DJG Sammy']
913,682943,28-03-2014,male,Shere Bangla National Stadium,Bangladesh,India,India,field,India,['R Ashwin']
914,682945,29-03-2014,male,Zahur Ahmed Chowdhury Stadium,Netherlands,New Zealand,New Zealand,field,New Zealand,['BB McCullum']
915,682947,29-03-2014,male,Zahur Ahmed Chowdhury Stadium,England,South Africa,England,field,South Africa,['AB de Villiers']
916,682949,30-03-2014,male,Shere Bangla National Stadium,Bangladesh,Pakistan,Pakistan,bat,Pakistan,['Ahmed Shehzad']
917,682951,30-03-2014,male,Shere Bangla National Stadium,Australia,India,Australia,field,India,['R Ashwin']
918,682953,31-03-2014,male,Zahur Ahmed Chowdhury Stadium,England,Netherlands,England,field,Netherlands,['Mudassar Bukhari']
919,682955,31-03-2014,male,Zahur Ahmed Chowdhury Stadium,New Zealand,Sri Lanka,New Zealand,field,Sri Lanka,['HMRKB Herath']
920,682957,01-04-2014,male,Shere Bangla National Stadium,Bangladesh,Australia,Bangladesh,bat,Australia,['AJ Finch']
921,682959,01-04-2014,male,Shere Bangla National Stadium,Pakistan,West Indies,West Indies,bat,West Indies,['DJ Bravo']
922,682961,03-04-2014,male,Shere Bangla National Stadium,Sri Lanka,West Indies,Sri Lanka,bat,Sri Lanka,['AD Mathews']
923,682963,04-04-2014,male,Shere Bangla National Stadium,India,South Africa,South Africa,bat,India,['V Kohli']
924,682965,06-04-2014,male,Shere Bangla National Stadium,India,Sri Lanka,Sri Lanka,field,Sri Lanka,['KC Sangakkara']
925,682967,23-03-2014,female,Sylhet Stadium,Australia,New Zealand,Australia,field,New Zealand,['NJ Browne']
926,682971,24-03-2014,female,Sylhet Stadium,England,West Indies,England,field,West Indies,['DJS Dottin']
927,682973,24-03-2014,female,Sylhet Stadium,India,Sri Lanka,Sri Lanka,bat,Sri Lanka,['KDU Prabodhani']
